source_id,country,block_id,lat,lon,is_eog_flare,eog_flare_id,chip_id,batch_order
India_722682,India,India_b100144100044,27.156597777777776,94.93014833333334,1,s_11520,93d19c9530d90a564e1c,0
India_104808,India,India_b99992099991,22.443596666666664,80.04783333333334,0,,5bbc3b9250727fb5c536,1
India_164658,India,India_b100012100007,23.83215,81.97345,0,,bb68c8a973732908b8b1,2
India_462352,India,India_b100141100041,26.95547,94.5435,1,s_11524,4fc2b7d8b67632eb3148,3
India_150746,India,India_b99993099965,20.04251,80.07727,0,,26773e5375689b747807,4
India_791469,India,India_b100010100050,27.68656,81.74316,0,,cc504bb4cdb59eb0c437,5
India_315825,India,India_b99919100034,26.30277666666667,72.90179,1,s_10610,122b78d218f0a11e4b7d,6
India_789130,India,India_b99992099962,19.82387,80.05733000000001,0,,b49747dcb8e50c980332,7
India_255112,India,India_b99997099953,19.038935000000002,80.45824,0,,f6f4b6c28ad0e952a9e5,8
India_985898,India,India_b99914100002,23.4123,72.34988,1,s_10468,6f03c6f2686c9f71bb61,9
India_52601,India,India_b99954100074,29.85689,76.300375,0,,8a8478e89183bd7c8f6d,10
India_27017,India,India_b99964099991,22.400135,77.2299475,0,,920e6d784b4b14c5c1de,11
India_319405,India,India_b100149100049,27.603072666666666,95.40295433333334,1,s_11500,3d1a4039499adeb6509b,12
India_222673,India,India_b99977100030,25.910965,78.58780625,0,,ccfd252694da6a271e80,13
India_556460,India,India_b99932100110,33.095555000000004,74.169925,0,,e68f7b6ee8270a0c9e4c,14
India_303277,India,India_b100146100045,27.266176521739133,95.1239845652174,1,s_11587,5b67d7f128a8830de910,15
India_12509,India,India_b100000099945,18.264031666666668,80.74992,0,,125373e108c2c152b9d4,16
India_362319,India,India_b100038100044,27.221410000000002,84.53957750000001,0,,de6d870e1f57cd38cbda,17
India_494240,India,India_b99917099983,21.699,72.70396,1,s_10545,f2edd7aacddc7e592b9c,18
India_525586,India,India_b99975099968,20.32151,78.36369,0,,b193d4b21116ec2c197a,19
India_610084,India,India_b100041099966,20.18,84.82283666666666,0,,0450ebcff3cc35299580,20
India_902739,India,India_b99918099988,22.12644333333333,72.76546333333333,1,s_10499,a387476807d8279b9b62,21
India_295479,India,India_b99986100034,26.3076,79.4394,0,,9853b4463095aefcd6e7,22
India_499366,India,India_b100010099942,17.983575000000002,81.767975,0,,93ba08235aca9ad96991,23
India_812366,India,India_b100134100032,26.08558866666667,93.9519735,1,s_11648,060a4d290f6a516da2c0,24
India_665777,India,India_b99998100018,24.83995,80.63549,0,,1b6d78f9f3805de89a16,25
India_759878,India,India_b100020100005,23.651115,82.7471,0,,4217b109af1bdd737452,26
India_39469,India,India_b99888099990,22.340651153846157,69.88103134615385,1,s_10362,c040661995484f72bfb1,27
India_199101,India,India_b99928099946,18.364058333333332,73.70701333333334,0,,d6213951abb089fae8d7,28
India_669850,India,India_b100017100009,24.08485,82.45909,0,,082aa0ff90dd5292c31d,29
India_60784,India,India_b100144100046,27.36771564516129,94.89611000000001,1,s_11654,6ad9a17af5a16bf1d642,30
India_869609,India,India_b99982099957,19.40262,79.05139,0,,89ae7929a2a136cc767c,31
India_215708,India,India_b100019099988,22.146213333333332,82.68790333333334,0,,6fa07b20eb4ece6d8a15,32
India_957691,India,India_b99919099986,21.97673,72.85308,1,s_10571a,2a51e690ab686343b3af,33
India_772989,India,India_b99982099954,19.110515,79.01727500000001,0,,2377e6420e8ecd106309,34
India_786263,India,India_b99972099987,22.09315,78.01614,0,,ab5ded3e11aacbae3e2b,35
India_314155,India,India_b100146100046,27.37926,95.08689133333334,1,s_11629,546908a83af78c596bc6,36
India_418808,India,India_b100003099956,19.244601666666668,81.08381833333333,0,,24dbf137a02510afaf08,37
India_522517,India,India_b99985100008,23.90948,79.29739,0,,c6fdad52a2b277edc2ee,38
India_452915,India,India_b100156100048,27.55996705882353,96.03696294117648,1,s_11632,641362dd5802a881344b,39
India_752974,India,India_b100002099927,16.665545,81.02437499999999,0,,5c3656b9a1ce7170fb3f,40
India_58175,India,India_b99953100078,30.232866666666666,76.21126,0,,71b6a84f059455be48a4,41
India_465303,India,India_b100149100046,27.37915,95.33665,1,s_11713,2b0192d7e83d10cb5bfd,42
India_625957,India,India_b99980099949,18.642204999999997,78.872575,0,,4e3fa006ef4bf60c67e6,43
India_830693,India,India_b99943099943,18.103650000000002,75.18803,0,,6de7ebd461954957e467,44
India_549068,India,India_b100142100040,26.81288,94.69468,1,s_11536,033275d13d9315a649ba,45
India_280220,India,India_b100004099957,19.35409,81.1428325,0,,88917668a6073201ae07,46
India_163008,India,India_b99972099996,22.886476666666667,78.03086333333333,0,,7597ad3a570a7e56773f,47
India_318477,India,India_b99918099985,21.89113625,72.77879875,1,s_10551,d0c53d2723fcc767563b,48
India_632490,India,India_b100119100021,25.153337142857144,92.43181285714286,0,,577096907095104c238b,49
India_362144,India,India_b100010100004,23.634676,81.758702,0,,9a189f56b32ff92b162c,50
India_699373,India,India_b99920099988,22.165438,72.93405800000001,1,s_10435,d54909c248df166399ba,51
India_706746,India,India_b99999099982,21.60774,80.68467,0,,80e5adbd89877ac2c07a,52
India_706371,India,India_b99951099969,20.45325,76.03376,0,,8c504fae654676cb348f,53
